file,change_number,code_churn,owner_number,pre-release defect
core-job/src/main/java/org/apache/kylin/job/impl/threadpool/DefaultScheduler.java,1,210,1,1
core-job/src/main/java/org/apache/kylin/job/impl/threadpool/DistributedScheduler.java,1,116,1,1
core-job/src/main/java/org/apache/kylin/job/impl/threadpool/FetcherRunner.java,1,77,1,1
core-job/src/main/java/org/apache/kylin/job/impl/threadpool/JobExecutor.java,1,25,1,1
core-job/src/main/java/org/apache/kylin/job/impl/threadpool/NoopScheduler.java,0,0,0,0
core-job/src/main/java/org/apache/kylin/job/impl/threadpool/PriorityFetcherRunner.java,1,146,1,1
core-job/src/main/java/org/apache/kylin/job/JobInstance.java,0,0,0,0
core-job/src/main/java/org/apache/kylin/job/JobSearchResult.java,1,66,1,1
core-job/src/main/java/org/apache/kylin/job/JoinedFlatTable.java,3,40,2,1
core-job/src/main/java/org/apache/kylin/job/lock/JobLock.java,0,0,0,0
core-job/src/main/java/org/apache/kylin/job/lock/MockJobLock.java,0,0,0,0
core-job/src/main/java/org/apache/kylin/job/metrics/JobMetricsFacade.java,0,0,0,0
core-job/src/main/java/org/apache/kylin/job/Scheduler.java,0,0,0,0
core-job/src/main/java/org/apache/kylin/job/SchedulerFactory.java,0,0,0,0
core-job/src/main/java/org/apache/kylin/job/util/MailNotificationUtil.java,0,0,0,0
core-metadata/src/main/java/org/apache/kylin/dimension/AbstractDateDimEnc.java,0,0,0,0
core-metadata/src/main/java/org/apache/kylin/dimension/BooleanDimEnc.java,0,0,0,0
core-metadata/src/main/java/org/apache/kylin/dimension/DateDimEnc.java,0,0,0,0
core-metadata/src/main/java/org/apache/kylin/dimension/DictionaryDimEnc.java,0,0,0,0
core-metadata/src/main/java/org/apache/kylin/dimension/DimensionEncoding.java,0,0,0,0
core-metadata/src/main/java/org/apache/kylin/dimension/DimensionEncodingFactory.java,0,0,0,0
core-metadata/src/main/java/org/apache/kylin/dimension/FixedLenDimEnc.java,0,0,0,0
core-metadata/src/main/java/org/apache/kylin/dimension/FixedLenHexDimEnc.java,0,0,0,0
core-metadata/src/main/java/org/apache/kylin/dimension/IDimensionEncodingMap.java,0,0,0,0
core-metadata/src/main/java/org/apache/kylin/dimension/IntDimEnc.java,0,0,0,0
core-metadata/src/main/java/org/apache/kylin/dimension/IntegerDimEnc.java,0,0,0,0
core-metadata/src/main/java/org/apache/kylin/dimension/OneMoreByteVLongDimEnc.java,0,0,0,0
core-metadata/src/main/java/org/apache/kylin/dimension/TimeDimEnc.java,0,0,0,0
core-metadata/src/main/java/org/apache/kylin/measure/basic/BasicMeasureType.java,0,0,0,0
core-metadata/src/main/java/org/apache/kylin/measure/basic/BigDecimalIngester.java,0,0,0,0
core-metadata/src/main/java/org/apache/kylin/measure/basic/BigDecimalMaxAggregator.java,0,0,0,0
core-metadata/src/main/java/org/apache/kylin/measure/basic/BigDecimalMinAggregator.java,0,0,0,0
core-metadata/src/main/java/org/apache/kylin/measure/basic/BigDecimalSumAggregator.java,0,0,0,0
core-metadata/src/main/java/org/apache/kylin/measure/basic/DoubleIngester.java,0,0,0,0
core-metadata/src/main/java/org/apache/kylin/measure/basic/DoubleMaxAggregator.java,0,0,0,0
core-metadata/src/main/java/org/apache/kylin/measure/basic/DoubleMinAggregator.java,0,0,0,0
core-metadata/src/main/java/org/apache/kylin/measure/basic/DoubleSumAggregator.java,0,0,0,0
core-metadata/src/main/java/org/apache/kylin/measure/basic/LongIngester.java,0,0,0,0
core-metadata/src/main/java/org/apache/kylin/measure/basic/LongMaxAggregator.java,0,0,0,0
core-metadata/src/main/java/org/apache/kylin/measure/basic/LongMinAggregator.java,0,0,0,0
core-metadata/src/main/java/org/apache/kylin/measure/basic/LongSumAggregator.java,0,0,0,0
core-metadata/src/main/java/org/apache/kylin/measure/bitmap/BitmapAggregator.java,1,10,1,1
core-metadata/src/main/java/org/apache/kylin/measure/bitmap/BitmapCounter.java,0,0,0,0
core-metadata/src/main/java/org/apache/kylin/measure/bitmap/BitmapCounterFactory.java,0,0,0,0
core-metadata/src/main/java/org/apache/kylin/measure/bitmap/BitmapDistinctCountAggFunc.java,0,0,0,0
core-metadata/src/main/java/org/apache/kylin/measure/bitmap/BitmapIntersectDistinctCountAggFunc.java,0,0,0,0
core-metadata/src/main/java/org/apache/kylin/measure/bitmap/BitmapMeasureType.java,0,0,0,0
core-metadata/src/main/java/org/apache/kylin/measure/bitmap/BitmapSerializer.java,1,14,1,1
core-metadata/src/main/java/org/apache/kylin/measure/bitmap/RoaringBitmapCounter.java,0,0,0,0
core-metadata/src/main/java/org/apache/kylin/measure/bitmap/RoaringBitmapCounterFactory.java,0,0,0,0
core-metadata/src/main/java/org/apache/kylin/measure/BufferedMeasureCodec.java,0,0,0,0
core-metadata/src/main/java/org/apache/kylin/measure/dim/DimCountDistincSerializer.java,0,0,0,0
core-metadata/src/main/java/org/apache/kylin/measure/dim/DimCountDistinctAggFunc.java,0,0,0,0
core-metadata/src/main/java/org/apache/kylin/measure/dim/DimCountDistinctAggregator.java,1,5,1,1
core-metadata/src/main/java/org/apache/kylin/measure/dim/DimCountDistinctCounter.java,0,0,0,0
core-metadata/src/main/java/org/apache/kylin/measure/dim/DimCountDistinctMeasureType.java,0,0,0,0
core-metadata/src/main/java/org/apache/kylin/measure/extendedcolumn/ExtendedColumnMeasureType.java,0,0,0,0
core-metadata/src/main/java/org/apache/kylin/measure/extendedcolumn/ExtendedColumnSerializer.java,0,0,0,0
core-metadata/src/main/java/org/apache/kylin/measure/hllc/DenseRegister.java,0,0,0,0
core-metadata/src/main/java/org/apache/kylin/measure/hllc/HLLCAggregator.java,1,5,1,1
core-metadata/src/main/java/org/apache/kylin/measure/hllc/HLLCMeasureType.java,0,0,0,0
core-metadata/src/main/java/org/apache/kylin/measure/hllc/HLLCounter.java,1,4,1,1
core-metadata/src/main/java/org/apache/kylin/measure/hllc/HLLCounterOld.java,0,0,0,0
core-metadata/src/main/java/org/apache/kylin/measure/hllc/HLLCSerializer.java,2,14,2,1
core-metadata/src/main/java/org/apache/kylin/measure/hllc/HLLDistinctCountAggFunc.java,0,0,0,0
core-metadata/src/main/java/org/apache/kylin/measure/hllc/HyperLogLogPlusTable.java,0,0,0,0
core-metadata/src/main/java/org/apache/kylin/measure/hllc/Register.java,0,0,0,0
core-metadata/src/main/java/org/apache/kylin/measure/hllc/RegisterType.java,0,0,0,0
core-metadata/src/main/java/org/apache/kylin/measure/hllc/SingleValueRegister.java,0,0,0,0
core-metadata/src/main/java/org/apache/kylin/measure/hllc/SparseRegister.java,0,0,0,0
core-metadata/src/main/java/org/apache/kylin/measure/MeasureAggregator.java,0,0,0,0
core-metadata/src/main/java/org/apache/kylin/measure/MeasureAggregators.java,0,0,0,0
core-metadata/src/main/java/org/apache/kylin/measure/MeasureCodec.java,0,0,0,0
core-metadata/src/main/java/org/apache/kylin/measure/MeasureIngester.java,0,0,0,0
core-metadata/src/main/java/org/apache/kylin/measure/MeasureType.java,0,0,0,0
core-metadata/src/main/java/org/apache/kylin/measure/MeasureTypeFactory.java,0,0,0,0
core-metadata/src/main/java/org/apache/kylin/measure/ParamAsMeasureCount.java,0,0,0,0
core-metadata/src/main/java/org/apache/kylin/measure/percentile/PercentileAggFunc.java,0,0,0,0
core-metadata/src/main/java/org/apache/kylin/measure/percentile/PercentileAggregator.java,1,5,1,1
core-metadata/src/main/java/org/apache/kylin/measure/percentile/PercentileCounter.java,0,0,0,0
core-metadata/src/main/java/org/apache/kylin/measure/percentile/PercentileMeasureType.java,0,0,0,0
core-metadata/src/main/java/org/apache/kylin/measure/percentile/PercentileSerializer.java,0,0,0,0
core-metadata/src/main/java/org/apache/kylin/measure/raw/RawAggregator.java,1,6,1,1
core-metadata/src/main/java/org/apache/kylin/measure/raw/RawMeasureType.java,0,0,0,0
core-metadata/src/main/java/org/apache/kylin/measure/raw/RawSerializer.java,0,0,0,0
core-metadata/src/main/java/org/apache/kylin/measure/topn/Counter.java,0,0,0,0
core-metadata/src/main/java/org/apache/kylin/measure/topn/DoubleDeltaSerializer.java,0,0,0,0
core-metadata/src/main/java/org/apache/kylin/measure/topn/TopNAggregator.java,1,8,1,1
core-metadata/src/main/java/org/apache/kylin/measure/topn/TopNCounter.java,1,12,1,1
core-metadata/src/main/java/org/apache/kylin/measure/topn/TopNCounterSerializer.java,1,17,1,1
core-metadata/src/main/java/org/apache/kylin/measure/topn/TopNMeasureType.java,0,0,0,0
core-metadata/src/main/java/org/apache/kylin/metadata/acl/TableACL.java,0,0,0,0
core-metadata/src/main/java/org/apache/kylin/metadata/acl/TableACLManager.java,0,0,0,0
core-metadata/src/main/java/org/apache/kylin/metadata/badquery/BadQueryEntry.java,0,0,0,0
core-metadata/src/main/java/org/apache/kylin/metadata/badquery/BadQueryHistory.java,0,0,0,0
core-metadata/src/main/java/org/apache/kylin/metadata/badquery/BadQueryHistoryManager.java,0,0,0,0
core-metadata/src/main/java/org/apache/kylin/metadata/cachesync/AbstractCache.java,0,0,0,0
core-metadata/src/main/java/org/apache/kylin/metadata/cachesync/Broadcaster.java,1,6,1,1
core-metadata/src/main/java/org/apache/kylin/metadata/cachesync/CachedCrudAssist.java,1,2,1,1
core-metadata/src/main/java/org/apache/kylin/metadata/cachesync/CaseInsensitiveStringCache.java,0,0,0,0
core-metadata/src/main/java/org/apache/kylin/metadata/cachesync/SingleValueCache.java,0,0,0,0
core-metadata/src/main/java/org/apache/kylin/metadata/datatype/BigDecimalSerializer.java,0,0,0,0
core-metadata/src/main/java/org/apache/kylin/metadata/datatype/BooleanSerializer.java,0,0,0,0
core-metadata/src/main/java/org/apache/kylin/metadata/datatype/DataType.java,3,38,3,1
core-metadata/src/main/java/org/apache/kylin/metadata/datatype/DataTypeOrder.java,2,166,2,1
core-metadata/src/main/java/org/apache/kylin/metadata/datatype/DataTypeSerializer.java,0,0,0,0
core-metadata/src/main/java/org/apache/kylin/metadata/datatype/DateTimeSerializer.java,0,0,0,0
core-metadata/src/main/java/org/apache/kylin/metadata/datatype/DoubleMutable.java,0,0,0,0
core-metadata/src/main/java/org/apache/kylin/metadata/datatype/DoubleSerializer.java,0,0,0,0
core-metadata/src/main/java/org/apache/kylin/metadata/datatype/DynamicDimSerializer.java,0,0,0,0
core-metadata/src/main/java/org/apache/kylin/metadata/datatype/Int4Serializer.java,0,0,0,0
core-metadata/src/main/java/org/apache/kylin/metadata/datatype/IntMutable.java,0,0,0,0
core-metadata/src/main/java/org/apache/kylin/metadata/datatype/Long8Serializer.java,0,0,0,0
core-metadata/src/main/java/org/apache/kylin/metadata/datatype/LongMutable.java,0,0,0,0
core-metadata/src/main/java/org/apache/kylin/metadata/datatype/LongSerializer.java,0,0,0,0
core-metadata/src/main/java/org/apache/kylin/metadata/datatype/StringSerializer.java,0,0,0,0
core-metadata/src/main/java/org/apache/kylin/metadata/draft/Draft.java,0,0,0,0
core-metadata/src/main/java/org/apache/kylin/metadata/draft/DraftManager.java,0,0,0,0
core-metadata/src/main/java/org/apache/kylin/metadata/expression/BinaryTupleExpression.java,0,0,0,0
core-metadata/src/main/java/org/apache/kylin/metadata/expression/CaseTupleExpression.java,0,0,0,0
core-metadata/src/main/java/org/apache/kylin/metadata/expression/ColumnTupleExpression.java,0,0,0,0
core-metadata/src/main/java/org/apache/kylin/metadata/expression/ExpressionColCollector.java,0,0,0,0
core-metadata/src/main/java/org/apache/kylin/metadata/expression/ExpressionCountDistributor.java,0,0,0,0
core-metadata/src/main/java/org/apache/kylin/metadata/expression/ExpressionVisitor.java,0,0,0,0
core-metadata/src/main/java/org/apache/kylin/metadata/expression/NoneTupleExpression.java,0,0,0,0
core-metadata/src/main/java/org/apache/kylin/metadata/expression/NumberTupleExpression.java,0,0,0,0
core-metadata/src/main/java/org/apache/kylin/metadata/expression/RexCallTupleExpression.java,0,0,0,0
core-metadata/src/main/java/org/apache/kylin/metadata/expression/StringTupleExpression.java,0,0,0,0
core-metadata/src/main/java/org/apache/kylin/metadata/expression/TupleExpression.java,0,0,0,0
core-metadata/src/main/java/org/apache/kylin/metadata/expression/TupleExpressionSerializer.java,0,0,0,0
core-metadata/src/main/java/org/apache/kylin/metadata/filter/BuiltInFunctionTupleFilter.java,0,0,0,0
core-metadata/src/main/java/org/apache/kylin/metadata/filter/CaseTupleFilter.java,0,0,0,0
core-metadata/src/main/java/org/apache/kylin/metadata/filter/ColumnTupleFilter.java,0,0,0,0
core-metadata/src/main/java/org/apache/kylin/metadata/filter/CompareTupleFilter.java,2,13,2,1
core-metadata/src/main/java/org/apache/kylin/metadata/filter/ConstantTupleFilter.java,0,0,0,0
core-metadata/src/main/java/org/apache/kylin/metadata/filter/DynamicTupleFilter.java,0,0,0,0
core-metadata/src/main/java/org/apache/kylin/metadata/filter/ExtractTupleFilter.java,0,0,0,0
core-metadata/src/main/java/org/apache/kylin/metadata/filter/FilterCodeSystemFactory.java,1,2,1,1
core-metadata/src/main/java/org/apache/kylin/metadata/filter/FilterOptimizeTransformer.java,0,0,0,0
core-metadata/src/main/java/org/apache/kylin/metadata/filter/function/BuiltInMethod.java,0,0,0,0
core-metadata/src/main/java/org/apache/kylin/metadata/filter/function/Functions.java,0,0,0,0
core-metadata/src/main/java/org/apache/kylin/metadata/filter/function/Like.java,0,0,0,0
core-metadata/src/main/java/org/apache/kylin/metadata/filter/function/LikeMatchers.java,0,0,0,0
core-metadata/src/main/java/org/apache/kylin/metadata/filter/FunctionTupleFilter.java,0,0,0,0
core-metadata/src/main/java/org/apache/kylin/metadata/filter/IFilterCodeSystem.java,0,0,0,0
core-metadata/src/main/java/org/apache/kylin/metadata/filter/IOptimizeableTupleFilter.java,0,0,0,0
core-metadata/src/main/java/org/apache/kylin/metadata/filter/ITupleFilterTransformer.java,0,0,0,0
core-metadata/src/main/java/org/apache/kylin/metadata/filter/LogicalTupleFilter.java,0,0,0,0
core-metadata/src/main/java/org/apache/kylin/metadata/filter/StringCodeSystem.java,0,0,0,0
core-metadata/src/main/java/org/apache/kylin/metadata/filter/TimeConditionLiteralsReplacer.java,0,0,0,0
core-metadata/src/main/java/org/apache/kylin/metadata/filter/TsConditionEraser.java,0,0,0,0
core-metadata/src/main/java/org/apache/kylin/metadata/filter/TupleFilter.java,1,116,1,1
core-metadata/src/main/java/org/apache/kylin/metadata/filter/TupleFilterSerializer.java,0,0,0,0
core-metadata/src/main/java/org/apache/kylin/metadata/filter/UDF/MassInTupleFilter.java,0,0,0,0
core-metadata/src/main/java/org/apache/kylin/metadata/filter/UDF/MassInValueProvider.java,0,0,0,0
core-metadata/src/main/java/org/apache/kylin/metadata/filter/UDF/MassInValueProviderFactory.java,0,0,0,0
core-metadata/src/main/java/org/apache/kylin/metadata/filter/UnsupportedTupleFilter.java,0,0,0,0
core-metadata/src/main/java/org/apache/kylin/metadata/MetadataConstants.java,0,0,0,0
core-metadata/src/main/java/org/apache/kylin/metadata/model/ColumnDesc.java,0,0,0,0
core-metadata/src/main/java/org/apache/kylin/metadata/model/DatabaseDesc.java,0,0,0,0
core-metadata/src/main/java/org/apache/kylin/metadata/model/DataModelDesc.java,0,0,0,0
core-metadata/src/main/java/org/apache/kylin/metadata/model/DataModelManager.java,0,0,0,0
core-metadata/src/main/java/org/apache/kylin/metadata/model/DynamicFunctionDesc.java,0,0,0,0
core-metadata/src/main/java/org/apache/kylin/metadata/model/ExternalFilterDesc.java,0,0,0,0
core-metadata/src/main/java/org/apache/kylin/metadata/model/FunctionDesc.java,1,4,1,1
core-metadata/src/main/java/org/apache/kylin/metadata/model/IBuildable.java,0,0,0,0
core-metadata/src/main/java/org/apache/kylin/metadata/model/IEngineAware.java,0,0,0,0
core-metadata/src/main/java/org/apache/kylin/metadata/model/IJoinedFlatTableDesc.java,0,0,0,0
core-metadata/src/main/java/org/apache/kylin/metadata/model/ISegment.java,0,0,0,0
core-metadata/src/main/java/org/apache/kylin/metadata/model/ISegmentAdvisor.java,0,0,0,0
core-metadata/src/main/java/org/apache/kylin/metadata/model/ISourceAware.java,0,0,0,0
core-metadata/src/main/java/org/apache/kylin/metadata/model/IStorageAware.java,0,0,0,0
core-metadata/src/main/java/org/apache/kylin/metadata/model/JoinDesc.java,0,0,0,0
core-metadata/src/main/java/org/apache/kylin/metadata/model/JoinsTree.java,1,2,1,1
core-metadata/src/main/java/org/apache/kylin/metadata/model/JoinTableDesc.java,0,0,0,0
core-metadata/src/main/java/org/apache/kylin/metadata/model/MeasureDesc.java,0,0,0,0
core-metadata/src/main/java/org/apache/kylin/metadata/model/ModelDimensionDesc.java,0,0,0,0
core-metadata/src/main/java/org/apache/kylin/metadata/model/ParameterDesc.java,0,0,0,0
core-metadata/src/main/java/org/apache/kylin/metadata/model/PartitionDesc.java,1,8,1,1
core-metadata/src/main/java/org/apache/kylin/metadata/model/SegmentRange.java,0,0,0,0
core-metadata/src/main/java/org/apache/kylin/metadata/model/Segments.java,0,0,0,0
core-metadata/src/main/java/org/apache/kylin/metadata/model/SegmentStatusEnum.java,0,0,0,0
core-metadata/src/main/java/org/apache/kylin/metadata/model/SumDynamicFunctionDesc.java,0,0,0,0
core-metadata/src/main/java/org/apache/kylin/metadata/model/TableDesc.java,0,0,0,0
core-metadata/src/main/java/org/apache/kylin/metadata/model/TableExtDesc.java,0,0,0,0
core-metadata/src/main/java/org/apache/kylin/metadata/model/TableRef.java,0,0,0,0
core-metadata/src/main/java/org/apache/kylin/metadata/model/TblColRef.java,0,0,0,0
core-metadata/src/main/java/org/apache/kylin/metadata/model/tool/CalciteParser.java,0,0,0,0
core-metadata/src/main/java/org/apache/kylin/metadata/ModifiedOrder.java,0,0,0,0
core-metadata/src/main/java/org/apache/kylin/metadata/project/ProjectInstance.java,0,0,0,0
core-metadata/src/main/java/org/apache/kylin/metadata/project/ProjectL2Cache.java,1,8,1,1
core-metadata/src/main/java/org/apache/kylin/metadata/project/ProjectManager.java,4,51,4,1
core-metadata/src/main/java/org/apache/kylin/metadata/project/ProjectStatusEnum.java,0,0,0,0
core-metadata/src/main/java/org/apache/kylin/metadata/project/ProjectTable.java,0,0,0,0
core-metadata/src/main/java/org/apache/kylin/metadata/project/RealizationEntry.java,0,0,0,0
core-metadata/src/main/java/org/apache/kylin/metadata/querymeta/ColumnMeta.java,0,0,0,0
core-metadata/src/main/java/org/apache/kylin/metadata/querymeta/ColumnMetaWithType.java,0,0,0,0
core-metadata/src/main/java/org/apache/kylin/metadata/querymeta/SelectedColumnMeta.java,0,0,0,0
core-metadata/src/main/java/org/apache/kylin/metadata/querymeta/TableMeta.java,0,0,0,0
core-metadata/src/main/java/org/apache/kylin/metadata/querymeta/TableMetaWithType.java,0,0,0,0
core-metadata/src/main/java/org/apache/kylin/metadata/realization/CapabilityResult.java,0,0,0,0
core-metadata/src/main/java/org/apache/kylin/metadata/realization/IRealization.java,0,0,0,0
core-metadata/src/main/java/org/apache/kylin/metadata/realization/IRealizationConstants.java,0,0,0,0
core-metadata/src/main/java/org/apache/kylin/metadata/realization/IRealizationFilter.java,0,0,0,0
core-metadata/src/main/java/org/apache/kylin/metadata/realization/IRealizationProvider.java,0,0,0,0
core-metadata/src/main/java/org/apache/kylin/metadata/realization/NoRealizationFoundException.java,0,0,0,0
core-metadata/src/main/java/org/apache/kylin/metadata/realization/RealizationRegistry.java,0,0,0,0
core-metadata/src/main/java/org/apache/kylin/metadata/realization/RealizationStatusEnum.java,0,0,0,0
core-metadata/src/main/java/org/apache/kylin/metadata/realization/RealizationType.java,0,0,0,0
core-metadata/src/main/java/org/apache/kylin/metadata/realization/RoutingIndicatorException.java,0,0,0,0
core-metadata/src/main/java/org/apache/kylin/metadata/realization/SQLDigest.java,0,0,0,0
core-metadata/src/main/java/org/apache/kylin/metadata/realization/StreamSQLDigest.java,0,0,0,0
core-metadata/src/main/java/org/apache/kylin/metadata/streaming/StreamingConfig.java,0,0,0,0
core-metadata/src/main/java/org/apache/kylin/metadata/streaming/StreamingManager.java,0,0,0,0
core-metadata/src/main/java/org/apache/kylin/metadata/TableMetadataManager.java,1,6,1,1
core-metadata/src/main/java/org/apache/kylin/metadata/TempStatementManager.java,0,0,0,0
core-metadata/src/main/java/org/apache/kylin/metadata/tuple/CompoundTupleIterator.java,0,0,0,0
core-metadata/src/main/java/org/apache/kylin/metadata/tuple/IEvaluatableTuple.java,0,0,0,0
core-metadata/src/main/java/org/apache/kylin/metadata/tuple/ITuple.java,0,0,0,0
core-metadata/src/main/java/org/apache/kylin/metadata/tuple/ITupleIterator.java,0,0,0,0
core-metadata/src/main/java/org/apache/kylin/metadata/tuple/SimpleTupleIterator.java,0,0,0,0
core-metadata/src/main/java/org/apache/kylin/metadata/tuple/Tuple.java,0,0,0,0
core-metadata/src/main/java/org/apache/kylin/metadata/tuple/TupleInfo.java,0,0,0,0
core-metadata/src/main/java/org/apache/kylin/source/adhocquery/HivePushDownConverter.java,0,0,0,0
core-metadata/src/main/java/org/apache/kylin/source/adhocquery/IPushDownConverter.java,0,0,0,0
core-metadata/src/main/java/org/apache/kylin/source/adhocquery/IPushDownRunner.java,0,0,0,0
core-metadata/src/main/java/org/apache/kylin/source/datagen/ColumnGenConfig.java,0,0,0,0
core-metadata/src/main/java/org/apache/kylin/source/datagen/ColumnGenerator.java,0,0,0,0
core-metadata/src/main/java/org/apache/kylin/source/datagen/ModelDataGenerator.java,0,0,0,0
core-metadata/src/main/java/org/apache/kylin/source/datagen/TableGenConfig.java,0,0,0,0
core-metadata/src/main/java/org/apache/kylin/source/datagen/Util.java,0,0,0,0
core-metadata/src/main/java/org/apache/kylin/source/IReadableTable.java,0,0,0,0
core-metadata/src/main/java/org/apache/kylin/source/ISampleDataDeployer.java,0,0,0,0
core-metadata/src/main/java/org/apache/kylin/source/ISource.java,1,6,1,1
core-metadata/src/main/java/org/apache/kylin/source/ISourceMetadataExplorer.java,0,0,0,0
core-metadata/src/main/java/org/apache/kylin/source/SourceManager.java,0,0,0,0
core-metadata/src/main/java/org/apache/kylin/source/SourcePartition.java,0,0,0,0
core-metadata/src/main/java/org/apache/kylin/util/BitSetSerializer.java,0,0,0,0
core-metadata/src/main/java/org/apache/kylin/util/KryoUtils.java,0,0,0,0
core-metrics/src/main/java/org/apache/kylin/metrics/lib/ActiveReservoir.java,0,0,0,0
core-metrics/src/main/java/org/apache/kylin/metrics/lib/ActiveReservoirFilter.java,0,0,0,0
core-metrics/src/main/java/org/apache/kylin/metrics/lib/ActiveReservoirListener.java,0,0,0,0
core-metrics/src/main/java/org/apache/kylin/metrics/lib/ActiveReservoirReporter.java,0,0,0,0
core-metrics/src/main/java/org/apache/kylin/metrics/lib/impl/AbstractActiveReservoir.java,0,0,0,0
core-metrics/src/main/java/org/apache/kylin/metrics/lib/impl/BaseScheduledReporter.java,0,0,0,0
core-metrics/src/main/java/org/apache/kylin/metrics/lib/impl/BlockingReservoir.java,0,0,0,0
core-metrics/src/main/java/org/apache/kylin/metrics/lib/impl/InstantReservoir.java,0,0,0,0
core-metrics/src/main/java/org/apache/kylin/metrics/lib/impl/MetricsSystem.java,0,0,0,0
core-metrics/src/main/java/org/apache/kylin/metrics/lib/impl/RecordEvent.java,0,0,0,0
core-metrics/src/main/java/org/apache/kylin/metrics/lib/impl/RecordEventTimeDetail.java,0,0,0,0
core-metrics/src/main/java/org/apache/kylin/metrics/lib/impl/ReporterBuilder.java,0,0,0,0
core-metrics/src/main/java/org/apache/kylin/metrics/lib/impl/StubReservoir.java,0,0,0,0
core-metrics/src/main/java/org/apache/kylin/metrics/lib/impl/StubReservoirReporter.java,0,0,0,0
core-metrics/src/main/java/org/apache/kylin/metrics/lib/impl/StubSink.java,0,0,0,0
core-metrics/src/main/java/org/apache/kylin/metrics/lib/impl/TimedRecordEvent.java,0,0,0,0
core-metrics/src/main/java/org/apache/kylin/metrics/lib/impl/TimePropertyEnum.java,0,0,0,0
core-metrics/src/main/java/org/apache/kylin/metrics/lib/Record.java,0,0,0,0
core-metrics/src/main/java/org/apache/kylin/metrics/lib/Sink.java,0,0,0,0
core-metrics/src/main/java/org/apache/kylin/metrics/lib/SinkTool.java,0,0,0,0
core-metrics/src/main/java/org/apache/kylin/metrics/MetricsManager.java,1,2,1,1
core-metrics/src/main/java/org/apache/kylin/metrics/property/JobPropertyEnum.java,0,0,0,0
core-metrics/src/main/java/org/apache/kylin/metrics/property/QueryCubePropertyEnum.java,0,0,0,0
core-metrics/src/main/java/org/apache/kylin/metrics/property/QueryPropertyEnum.java,0,0,0,0
core-metrics/src/main/java/org/apache/kylin/metrics/property/QueryRPCPropertyEnum.java,0,0,0,0
core-storage/src/main/java/org/apache/kylin/storage/cache/TsConditionExtractor.java,0,0,0,0
core-storage/src/main/java/org/apache/kylin/storage/gtrecord/CubeScanRangePlanner.java,1,30,1,1
core-storage/src/main/java/org/apache/kylin/storage/gtrecord/CubeSegmentScanner.java,0,0,0,0
core-storage/src/main/java/org/apache/kylin/storage/gtrecord/CubeTupleConverter.java,0,0,0,0
core-storage/src/main/java/org/apache/kylin/storage/gtrecord/DummyPartitionStreamer.java,0,0,0,0
core-storage/src/main/java/org/apache/kylin/storage/gtrecord/GTCubeStorageQueryBase.java,1,9,1,1
core-storage/src/main/java/org/apache/kylin/storage/gtrecord/GTCubeStorageQueryRequest.java,0,0,0,0
core-storage/src/main/java/org/apache/kylin/storage/gtrecord/IPartitionStreamer.java,0,0,0,0
core-storage/src/main/java/org/apache/kylin/storage/gtrecord/ITupleConverter.java,0,0,0,0
core-storage/src/main/java/org/apache/kylin/storage/gtrecord/PartitionResultIterator.java,0,0,0,0
core-storage/src/main/java/org/apache/kylin/storage/gtrecord/PeekingImpl.java,0,0,0,0
core-storage/src/main/java/org/apache/kylin/storage/gtrecord/ScannerWorker.java,1,33,1,1
core-storage/src/main/java/org/apache/kylin/storage/gtrecord/SegmentCubeTupleIterator.java,0,0,0,0
core-storage/src/main/java/org/apache/kylin/storage/gtrecord/SequentialCubeTupleIterator.java,0,0,0,0
core-storage/src/main/java/org/apache/kylin/storage/gtrecord/SortedIteratorMerger.java,0,0,0,0
core-storage/src/main/java/org/apache/kylin/storage/gtrecord/SortedIteratorMergerWithLimit.java,0,0,0,0
core-storage/src/main/java/org/apache/kylin/storage/gtrecord/SortMergedPartitionResultIterator.java,0,0,0,0
core-storage/src/main/java/org/apache/kylin/storage/gtrecord/StorageResponseGTScatter.java,0,0,0,0
core-storage/src/main/java/org/apache/kylin/storage/hybrid/HybridInstance.java,2,19,1,1
core-storage/src/main/java/org/apache/kylin/storage/hybrid/HybridManager.java,0,0,0,0
core-storage/src/main/java/org/apache/kylin/storage/hybrid/HybridStorage.java,0,0,0,0
core-storage/src/main/java/org/apache/kylin/storage/hybrid/HybridStorageQuery.java,0,0,0,0
core-storage/src/main/java/org/apache/kylin/storage/IStorage.java,0,0,0,0
core-storage/src/main/java/org/apache/kylin/storage/IStorageQuery.java,0,0,0,0
core-storage/src/main/java/org/apache/kylin/storage/StorageContext.java,0,0,0,0
core-storage/src/main/java/org/apache/kylin/storage/StorageFactory.java,0,0,0,0
core-storage/src/main/java/org/apache/kylin/storage/translate/DerivedFilterTranslator.java,1,6,1,1
core-storage/src/main/java/org/apache/kylin/storage/translate/FuzzyValueCombination.java,0,0,0,0
core-storage/src/main/java/org/apache/kylin/storage/util/SizeOfUtil.java,0,0,0,0
engine-mr/src/main/java/org/apache/kylin/engine/mr/BatchCubingJobBuilder2.java,2,40,2,1
engine-mr/src/main/java/org/apache/kylin/engine/mr/BatchMergeJobBuilder2.java,3,47,2,1
engine-mr/src/main/java/org/apache/kylin/engine/mr/BatchOptimizeJobBuilder2.java,0,0,0,0
engine-mr/src/main/java/org/apache/kylin/engine/mr/BatchOptimizeJobCheckpointBuilder.java,0,0,0,0
